WOJ;POW;GMI;RODZ;NAZWA;NAZWA_DOD
06;13;;;parczewski;powiat
06;13;01;2;Dębowa Kłoda;gmina wiejska
06;13;02;2;Jabłoń;gmina wiejska
06;13;03;2;Milanów;gmina wiejska
06;13;04;4;Parczew;miasto
06;13;04;5;Parczew;obszar wiejski
06;13;05;2;Podedwórze;gmina wiejska
06;13;06;2;Siemień;gmina wiejska
06;13;07;2;Sosnowica;gmina wiejska
06;14;;;puławski;powiat
06;14;01;1;Puławy;gmina miejska
06;14;02;2;Baranów;gmina wiejska
06;14;03;2;Janowiec;gmina wiejska
06;14;04;4;Kazimierz Dolny;miasto
06;14;04;5;Kazimierz Dolny;obszar wiejski
06;14;05;4;Końskowola;miasto
06;14;05;5;Końskowola;obszar wiejski
06;14;06;4;Kurów;miasto
06;14;06;5;Kurów;obszar wiejski
06;14;07;2;Markuszów;gmina wiejska
06;14;08;4;Nałęczów;miasto
06;14;08;5;Nałęczów;obszar wiejski
06;14;09;2;Puławy;gmina wiejska
06;14;10;4;Wąwolnica;miasto
06;14;10;5;Wąwolnica;obszar wiejski
06;14;11;2;Żyrzyn;gmina wiejska
06;15;;;radzyński;powiat
06;15;01;1;Radzyń Podlaski;gmina miejska
06;15;02;2;Borki;gmina wiejska
06;15;03;4;Czemierniki;miasto
06;15;03;5;Czemierniki;obszar wiejski
06;15;04;2;Kąkolewnica;gmina wiejska
06;15;05;2;Komarówka Podlaska;gmina wiejska
06;15;06;2;Radzyń Podlaski;gmina wiejska
06;15;07;2;Ulan-Majorat;gmina wiejska
06;15;08;2;Wohyń;gmina wiejska
06;16;;;rycki;powiat
06;16;01;1;Dęblin;gmina miejska
06;16;02;2;Kłoczew;gmina wiejska
06;16;03;2;Nowodwór;gmina wiejska
06;16;04;4;Ryki;miasto
06;16;04;5;Ryki;obszar wiejski
06;16;05;2;Stężyca;gmina wiejska
06;16;06;2;Ułęż;gmina wiejska
06;17;;;świdnicki;powiat
06;17;01;1;Świdnik;gmina miejska
06;17;02;2;Mełgiew;gmina wiejska
06;17;03;4;Piaski;miasto
06;17;03;5;Piaski;obszar wiejski
06;17;04;2;Rybczewice;gmina wiejska
06;17;05;2;Trawniki;gmina wiejska
06;18;;;tomaszowski;powiat
06;18;01;1;Tomaszów Lubelski;gmina miejska
06;18;02;2;Bełżec;gmina wiejska
06;18;03;2;Jarczów;gmina wiejska
06;18;04;2;Krynice;gmina wiejska
06;18;05;4;Lubycza Królewska;miasto
06;18;05;5;Lubycza Królewska;obszar wiejski
06;18;06;4;Łaszczów;miasto
06;18;06;5;Łaszczów;obszar wiejski
06;18;07;2;Rachanie;gmina wiejska
06;18;08;2;Susiec;gmina wiejska
06;18;09;2;Tarnawatka;gmina wiejska
06;18;10;2;Telatyn;gmina wiejska
06;18;11;2;Tomaszów Lubelski;gmina wiejska
06;18;12;4;Tyszowce;miasto
06;18;12;5;Tyszowce;obszar wiejski
06;18;13;2;Ulhówek;gmina wiejska
06;19;;;włodawski;powiat
06;19;01;1;Włodawa;gmina miejska
06;19;02;2;Hanna;gmina wiejska
06;19;03;2;Hańsk;gmina wiejska
06;19;04;2;Stary Brus;gmina wiejska
06;19;05;2;Urszulin;gmina wiejska
06;19;06;2;Włodawa;gmina wiejska
06;19;07;2;Wola Uhruska;gmina wiejska
06;19;08;2;Wyryki;gmina wiejska
06;20;;;zamojski;powiat
06;20;01;2;Adamów;gmina wiejska
06;20;02;2;Grabowiec;gmina wiejska
06;20;03;2;Komarów-Osada;gmina wiejska
06;20;04;4;Krasnobród;miasto
06;20;04;5;Krasnobród;obszar wiejski
06;20;05;2;Łabunie;gmina wiejska
06;20;06;2;Miączyn;gmina wiejska
06;20;07;2;Nielisz;gmina wiejska
06;20;08;2;Radecznica;gmina wiejska
06;20;09;2;Sitno;gmina wiejska
06;20;10;2;Skierbieszów;gmina wiejska
06;20;11;2;Stary Zamość;gmina wiejska
06;20;12;2;Sułów;gmina wiejska
06;20;13;4;Szczebrzeszyn;miasto
06;20;13;5;Szczebrzeszyn;obszar wiejski
06;20;14;2;Zamość;gmina wiejska
06;20;15;4;Zwierzyniec;miasto
06;20;15;5;Zwierzyniec;obszar wiejski
06;61;;;Biała Podlaska;miasto na prawach powiatu
06;61;01;1;Biała Podlaska;gmina miejska
06;62;;;Chełm;miasto na prawach powiatu
06;62;01;1;Chełm;gmina miejska
06;63;;;Lublin;miasto na prawach powiatu
06;63;01;1;Lublin;gmina miejska
06;64;;;Zamość;miasto na prawach powiatu
06;64;01;1;Zamość;gmina miejska
08;;;;LUBUSKIE;województwo
08;01;;;gorzowski;powiat
08;01;01;1;Kostrzyn nad Odrą;gmina miejska
08;01;02;2;Bogdaniec;gmina wiejska
08;01;03;2;Deszczno;gmina wiejska
08;01;04;2;Kłodawa;gmina wiejska
08;01;05;2;Lubiszyn;gmina wiejska
08;01;06;2;Santok;gmina wiejska
08;01;07;4;Witnica;miasto
08;01;07;5;Witnica;obszar wiejski
08;02;;;krośnieński;powiat
08;02;01;1;Gubin;gmina miejska
08;02;02;2;Bobrowice;gmina wiejska
08;02;03;2;Bytnica;gmina wiejska
08;02;04;2;Dąbie;gmina wiejska
08;02;05;2;Gubin;gmina wiejska
08;02;06;4;Krosno Odrzańskie;miasto
08;02;06;5;Krosno Odrzańskie;obszar wiejski
08;02;07;2;Maszewo;gmina wiejska
08;03;;;międzyrzecki;powiat
08;03;01;2;Bledzew;gmina wiejska
08;03;02;4;Międzyrzecz;miasto
08;03;02;5;Międzyrzecz;obszar wiejski
08;03;03;2;Przytoczna;gmina wiejska
08;03;04;2;Pszczew;gmina wiejska
08;03;05;4;Skwierzyna;miasto
08;03;05;5;Skwierzyna;obszar wiejski
08;03;06;4;Trzciel;miasto
08;03;06;5;Trzciel;obszar wiejski
08;04;;;nowosolski;powiat
08;04;01;1;Nowa Sól;gmina miejska
08;04;02;4;Bytom Odrzański;miasto
08;04;02;5;Bytom Odrzański;obszar wiejski
08;04;03;2;Kolsko;gmina wiejska
08;04;04;4;Kożuchów;miasto
08;04;04;5;Kożuchów;obszar wiejski
08;04;05;2;Nowa Sól;gmina wiejska
08;04;06;4;Nowe Miasteczko;miasto
08;04;06;5;Nowe Miasteczko;obszar wiejski
08;04;07;4;Otyń;miasto
08;04;07;5;Otyń;obszar wiejski
08;04;08;2;Siedlisko;gmina wiejska
08;05;;;słubicki;powiat
08;05;01;4;Cybinka;miasto
08;05;01;5;Cybinka;obszar wiejski
08;05;02;2;Górzyca;gmina wiejska
08;05;03;4;Ośno Lubuskie;miasto
08;05;03;5;Ośno Lubuskie;obszar wiejski
08;05;04;4;Rzepin;miasto
08;05;04;5;Rzepin;obszar wiejski
08;05;05;4;Słubice;miasto
08;05;05;5;Słubice;obszar wiejski
08;06;;;strzelecko-drezdenecki;powiat
08;06;01;4;Dobiegniew;miasto
08;06;01;5;Dobiegniew;obszar wiejski
08;06;02;4;Drezdenko;miasto
08;06;02;5;Drezdenko;obszar wiejski
08;06;03;2;Stare Kurowo;gmina wiejska
08;06;04;4;Strzelce Krajeńskie;miasto
08;06;04;5;Strzelce Krajeńskie;obszar wiejski
08;06;05;2;Zwierzyn;gmina wiejska
08;07;;;sulęciński;powiat
08;07;01;2;Krzeszyce;gmina wiejska
08;07;02;4;Lubniewice;miasto
08;07;02;5;Lubniewice;obszar wiejski
08;07;03;2;Słońsk;gmina wiejska
08;07;04;4;Sulęcin;miasto
08;07;04;5;Sulęcin;obszar wiejski
08;07;05;4;Torzym;miasto
08;07;05;5;Torzym;obszar wiejski
08;08;;;świebodziński;powiat
08;08;01;2;Lubrza;gmina wiejska
08;08;02;2;Łagów;gmina wiejska
08;08;03;2;Skąpe;gmina wiejska
08;08;04;2;Szczaniec;gmina wiejska
08;08;05;4;Świebodzin;miasto
08;08;05;5;Świebodzin;obszar wiejski
08;08;06;4;Zbąszynek;miasto
08;08;06;5;Zbąszynek;obszar wiejski
08;09;;;zielonogórski;powiat
08;09;01;4;Babimost;miasto
08;09;01;5;Babimost;obszar wiejski
08;09;02;2;Bojadła;gmina wiejska
08;09;03;4;Czerwieńsk;miasto
08;09;03;5;Czerwieńsk;obszar wiejski
08;09;04;4;Kargowa;miasto
08;09;04;5;Kargowa;obszar wiejski
08;09;05;4;Nowogród Bobrzański;miasto
08;09;05;5;Nowogród Bobrzański;obszar wiejski
08;09;06;4;Sulechów;miasto
08;09;06;5;Sulechów;obszar wiejski
08;09;07;2;Świdnica;gmina wiejska
08;09;08;2;Trzebiechów;gmina wiejska
08;09;09;2;Zabór;gmina wiejska
08;10;;;żagański;powiat
08;10;01;1;Gozdnica;gmina miejska
08;10;02;1;Żagań;gmina miejska
08;10;03;2;Brzeźnica;gmina wiejska
08;10;04;4;Iłowa;miasto
08;10;04;5;Iłowa;obszar wiejski
08;10;05;4;Małomice;miasto
08;10;05;5;Małomice;obszar wiejski
08;10;06;2;Niegosławice;gmina wiejska
08;10;07;4;Szprotawa;miasto
08;10;07;5;Szprotawa;obszar wiejski
08;10;08;2;Wymiarki;gmina wiejska
08;10;09;2;Żagań;gmina wiejska
08;11;;;żarski;powiat
08;11;01;1;Łęknica;gmina miejska
08;11;02;1;Żary;gmina miejska
08;11;03;4;Brody;miasto
08;11;03;5;Brody;obszar wiejski
08;11;04;4;Jasień;miasto
08;11;04;5;Jasień;obszar wiejski
08;11;05;2;Lipinki Łużyckie;gmina wiejska
08;11;06;4;Lubsko;miasto
08;11;06;5;Lubsko;obszar wiejski
08;11;07;2;Przewóz;gmina wiejska
08;11;08;2;Trzebiel;gmina wiejska
08;11;09;2;Tuplice;gmina wiejska
08;11;10;2;Żary;gmina wiejska
08;12;;;wschowski;powiat
08;12;01;4;Sława;miasto
08;12;01;5;Sława;obszar wiejski
08;12;02;4;Szlichtyngowa;miasto
08;12;02;5;Szlichtyngowa;obszar wiejski
08;12;03;4;Wschowa;miasto
08;12;03;5;Wschowa;obszar wiejski
08;61;;;Gorzów Wielkopolski;miasto na prawach powiatu
08;61;01;1;Gorzów Wielkopolski;gmina miejska
08;62;;;Zielona Góra;miasto na prawach powiatu
08;62;01;1;Zielona Góra;gmina miejska
10;;;;ŁÓDZKIE;województwo
10;01;;;bełchatowski;powiat
10;01;01;1;Bełchatów;gmina miejska
10;01;02;2;Bełchatów;gmina wiejska
10;01;03;2;Drużbice;gmina wiejska
10;01;04;2;Kleszczów;gmina wiejska
10;01;05;2;Kluki;gmina wiejska
10;01;06;2;Rusiec;gmina wiejska
10;01;07;2;Szczerców;gmina wiejska
10;01;08;4;Zelów;miasto
10;01;08;5;Zelów;obszar wiejski
10;02;;;kutnowski;powiat
10;02;01;1;Kutno;gmina miejska
10;02;02;2;Bedlno;gmina wiejska
10;02;03;4;Dąbrowice;miasto
10;02;03;5;Dąbrowice;obszar wiejski
10;02;04;4;Krośniewice;miasto
10;02;04;5;Krośniewice;obszar wiejski
10;02;05;2;Krzyżanów;gmina wiejska
10;02;06;2;Kutno;gmina wiejska
10;02;07;2;Łanięta;gmina wiejska
10;02;08;2;Nowe Ostrowy;gmina wiejska
10;02;09;2;Oporów;gmina wiejska
10;02;10;2;Strzelce;gmina wiejska
10;02;11;4;Żychlin;miasto
10;02;11;5;Żychlin;obszar wiejski
10;03;;;łaski;powiat
10;03;01;2;Buczek;gmina wiejska
10;03;02;4;Łask;miasto
10;03;02;5;Łask;obszar wiejski
10;03;03;2;Sędziejowice;gmina wiejska
10;03;04;2;Widawa;gmina wiejska
10;03;05;2;Wodzierady;gmina wiejska
10;04;;;łęczycki;powiat
10;04;01;1;Łęczyca;gmina miejska
10;04;02;2;Daszyna;gmina wiejska
10;04;03;2;Góra Świętej Małgorzaty;gmina wiejska
10;04;04;4;Grabów;miasto
10;04;04;5;Grabów;obszar wiejski
10;04;05;2;Łęczyca;gmina wiejska
10;04;06;4;Piątek;miasto
10;04;06;5;Piątek;obszar wiejski
10;04;07;2;Świnice Warckie;gmina wiejska
10;04;08;2;Witonia;gmina wiejska
10;05;;;łowicki;powiat
10;05;01;1;Łowicz;gmina miejska
10;05;02;2;Bielawy;gmina wiejska
10;05;03;2;Chąśno;gmina wiejska
10;05;04;2;Domaniewice;gmina wiejska
10;05;05;4;Kiernozia;miasto
10;05;05;5;Kiernozia;obszar wiejski
10;05;06;2;Kocierzew Południowy;gmina wiejska
10;05;07;2;Łowicz;gmina wiejska
10;05;08;2;Łyszkowice;gmina wiejska
10;05;09;2;Nieborów;gmina wiejska
10;05;10;2;Zduny;gmina wiejska
10;06;;;łódzki wschodni;powiat
10;06;02;2;Andrespol;gmina wiejska
10;06;03;2;Brójce;gmina wiejska
10;06;07;4;Koluszki;miasto
10;06;07;5;Koluszki;obszar wiejski
10;06;08;2;Nowosolna;gmina wiejska
10;06;10;4;Rzgów;miasto
10;06;10;5;Rzgów;obszar wiejski
10;06;11;4;Tuszyn;miasto
10;06;11;5;Tuszyn;obszar wiejski
10;07;;;opoczyński;powiat
10;07;01;4;Białaczów;miasto
10;07;01;5;Białaczów;obszar wiejski
10;07;02;4;Drzewica;miasto
10;07;02;5;Drzewica;obszar wiejski
10;07;03;2;Mniszków;gmina wiejska
10;07;04;4;Opoczno;miasto
10;07;04;5;Opoczno;obszar wiejski
10;07;05;2;Paradyż;gmina wiejska
10;07;06;2;Poświętne;gmina wiejska
10;07;07;2;Sławno;gmina wiejska
10;07;08;4;Żarnów;miasto
10;07;08;5;Żarnów;obszar wiejski
10;08;;;pabianicki;powiat
10;08;01;1;Konstantynów Łódzki;gmina miejska
10;08;02;1;Pabianice;gmina miejska
10;08;03;2;Dłutów;gmina wiejska
10;08;04;2;Dobroń;gmina wiejska
10;08;05;2;Ksawerów;gmina wiejska
10;08;06;4;Lutomiersk;miasto
10;08;06;5;Lutomiersk;obszar wiejski
10;08;07;2;Pabianice;gmina wiejska
10;09;;;pajęczański;powiat
10;09;01;4;Działoszyn;miasto
10;09;01;5;Działoszyn;obszar wiejski
10;09;02;2;Kiełczygłów;gmina wiejska
10;09;03;2;Nowa Brzeźnica;gmina wiejska
10;09;04;4;Pajęczno;miasto
10;09;04;5;Pajęczno;obszar wiejski
10;09;05;2;Rząśnia;gmina wiejska
10;09;06;2;Siemkowice;gmina wiejska
10;09;07;2;Strzelce Wielkie;gmina wiejska
10;09;08;2;Sulmierzyce;gmina wiejska
10;10;;;piotrkowski;powiat
10;10;01;2;Aleksandrów;gmina wiejska
10;10;02;2;Czarnocin;gmina wiejska
10;10;03;2;Gorzkowice;gmina wiejska
10;10;04;2;Grabica;gmina wiejska
10;10;05;2;Łęki Szlacheckie;gmina wiejska
10;10;06;2;Moszczenica;gmina wiejska
10;10;07;2;Ręczno;gmina wiejska
10;10;08;4;Rozprza;miasto
10;10;08;5;Rozprza;obszar wiejski
10;10;09;4;Sulejów;miasto
10;10;09;5;Sulejów;obszar wiejski
10;10;10;2;Wola Krzysztoporska;gmina wiejska
10;10;11;4;Wolbórz;miasto
10;10;11;5;Wolbórz;obszar wiejski
10;11;;;poddębicki;powiat
10;11;01;2;Dalików;gmina wiejska
10;11;02;2;Pęczniew;gmina wiejska
10;11;03;4;Poddębice;miasto
10;11;03;5;Poddębice;obszar wiejski
10;11;04;4;Uniejów;miasto
10;11;04;5;Uniejów;obszar wiejski
10;11;05;2;Wartkowice;gmina wiejska
10;11;06;2;Zadzim;gmina wiejska
10;12;;;radomszczański;powiat
10;12;01;1;Radomsko;gmina miejska
10;12;02;2;Dobryszyce;gmina wiejska
10;12;03;2;Gidle;gmina wiejska
10;12;04;2;Gomunice;gmina wiejska
10;12;05;4;Kamieńsk;miasto
10;12;05;5;Kamieńsk;obszar wiejski
10;12;06;2;Kobiele Wielkie;gmina wiejska
10;12;07;2;Kodrąb;gmina wiejska
10;12;08;2;Lgota Wielka;gmina wiejska
10;12;09;2;Ładzice;gmina wiejska
10;12;10;2;Masłowice;gmina wiejska
10;12;11;4;Przedbórz;miasto
10;12;11;5;Przedbórz;obszar wiejski
10;12;12;2;Radomsko;gmina wiejska
10;12;13;2;Wielgomłyny;gmina wiejska
10;12;14;2;Żytno;gmina wiejska
10;13;;;rawski;powiat
10;13;01;1;Rawa Mazowiecka;gmina miejska
10;13;02;4;Biała Rawska;miasto
10;13;02;5;Biała Rawska;obszar wiejski
10;13;03;2;Cielądz;gmina wiejska
10;13;04;2;Rawa Mazowiecka;gmina wiejska
10;13;05;2;Regnów;gmina wiejska
10;13;06;2;Sadkowice;gmina wiejska
10;14;;;sieradzki;powiat
10;14;01;1;Sieradz;gmina miejska
10;14;02;4;Błaszki;miasto
10;14;02;5;Błaszki;obszar wiejski
10;14;03;2;Brąszewice;gmina wiejska
10;14;04;2;Brzeźnio;gmina wiejska
10;14;05;2;Burzenin;gmina wiejska
10;14;06;2;Goszczanów;gmina wiejska
10;14;07;2;Klonowa;gmina wiejska
10;14;08;2;Sieradz;gmina wiejska
10;14;09;4;Warta;miasto
10;14;09;5;Warta;obszar wiejski
10;14;10;2;Wróblew;gmina wiejska
10;14;11;4;Złoczew;miasto
10;14;11;5;Złoczew;obszar wiejski
10;15;;;skierniewicki;powiat
10;15;01;4;Bolimów;miasto
10;15;01;5;Bolimów;obszar wiejski
10;15;02;2;Głuchów;gmina wiejska
10;15;03;2;Godzianów;gmina wiejska
10;15;04;2;Kowiesy;gmina wiejska
10;15;05;2;Lipce Reymontowskie;gmina wiejska
10;15;06;2;Maków;gmina wiejska
10;15;07;2;Nowy Kawęczyn;gmina wiejska
10;15;08;2;Skierniewice;gmina wiejska
10;15;09;2;Słupia;gmina wiejska
10;16;;;tomaszowski;powiat
10;16;01;1;Tomaszów Mazowiecki;gmina miejska
10;16;02;2;Będków;gmina wiejska
10;16;03;2;Budziszewice;gmina wiejska
10;16;04;2;Czerniewice;gmina wiejska
10;16;05;4;Inowłódz;miasto
10;16;05;5;Inowłódz;obszar wiejski
10;16;06;2;Lubochnia;gmina wiejska
10;16;07;2;Rokiciny;gmina wiejska
10;16;08;2;Rzeczyca;gmina wiejska
10;16;09;2;Tomaszów Mazowiecki;gmina wiejska
10;16;10;4;Ujazd;miasto
10;16;10;5;Ujazd;obszar wiejski
10;16;11;2;Żelechlinek;gmina wiejska
10;17;;;wieluński;powiat
10;17;01;2;Biała;gmina wiejska
10;17;02;2;Czarnożyły;gmina wiejska
10;17;03;2;Konopnica;gmina wiejska
10;17;04;2;Mokrsko;gmina wiejska
10;17;05;4;Osjaków;miasto
10;17;05;5;Osjaków;obszar wiejski
10;17;06;2;Ostrówek;gmina wiejska
10;17;07;2;Pątnów;gmina wiejska
10;17;08;2;Skomlin;gmina wiejska
10;17;09;4;Wieluń;miasto
10;17;09;5;Wieluń;obszar wiejski
10;17;10;2;Wierzchlas;gmina wiejska
10;18;;;wieruszowski;powiat
10;18;01;4;Bolesławiec;miasto
10;18;01;5;Bolesławiec;obszar wiejski
10;18;02;2;Czastary;gmina wiejska
10;18;03;2;Galewice;gmina wiejska
10;18;04;4;Lututów;miasto
10;18;04;5;Lututów;obszar wiejski
10;18;05;2;Łubnice;gmina wiejska
10;18;06;2;Sokolniki;gmina wiejska
10;18;07;4;Wieruszów;miasto
10;18;07;5;Wieruszów;obszar wiejski
10;19;;;zduńskowolski;powiat
10;19;01;1;Zduńska Wola;gmina miejska
10;19;02;4;Szadek;miasto
10;19;02;5;Szadek;obszar wiejski
10;19;03;2;Zapolice;gmina wiejska
10;19;04;2;Zduńska Wola;gmina wiejska
10;20;;;zgierski;powiat
10;20;01;1;Głowno;gmina miejska
10;20;02;1;Ozorków;gmina miejska
10;20;03;1;Zgierz;gmina miejska
10;20;04;4;Aleksandrów Łódzki;miasto
10;20;04;5;Aleksandrów Łódzki;obszar wiejski
10;20;05;2;Głowno;gmina wiejska
10;20;06;2;Ozorków;gmina wiejska
10;20;07;4;Parzęczew;miasto
10;20;07;5;Parzęczew;obszar wiejski
10;20;08;4;Stryków;miasto
10;20;08;5;Stryków;obszar wiejski
10;20;09;2;Zgierz;gmina wiejska
10;21;;;brzeziński;powiat
10;21;01;1;Brzeziny;gmina miejska
10;21;02;2;Brzeziny;gmina wiejska
10;21;03;2;Dmosin;gmina wiejska
10;21;04;4;Jeżów;miasto
10;21;04;5;Jeżów;obszar wiejski
10;21;05;2;Rogów;gmina wiejska
10;61;;;Łódź;miasto na prawach powiatu
10;61;02;9;Łódź-Bałuty;delegatura
10;61;03;9;Łódź-Górna;delegatura
10;61;04;9;Łódź-Polesie;delegatura
10;61;05;9;Łódź-Śródmieście;delegatura
10;61;06;9;Łódź-Widzew;delegatura
10;62;;;Piotrków Trybunalski;miasto na prawach powiatu
10;62;01;1;Piotrków Trybunalski;gmina miejska
10;63;;;Skierniewice;miasto na prawach powiatu
10;63;01;1;Skierniewice;gmina miejska
12;;;;MAŁOPOLSKIE;województwo
12;01;;;bocheński;powiat
12;01;01;1;Bochnia;gmina miejska
12;01;02;2;Bochnia;gmina wiejska
12;01;03;2;Drwinia;gmina wiejska
12;01;04;2;Lipnica Murowana;gmina wiejska
12;01;05;2;Łapanów;gmina wiejska
12;01;06;4;Nowy Wiśnicz;miasto
12;01;06;5;Nowy Wiśnicz;obszar wiejski
12;01;07;2;Rzezawa;gmina wiejska
12;01;08;2;Trzciana;gmina wiejska
12;01;09;2;Żegocina;gmina wiejska
12;02;;;brzeski;powiat
12;02;01;2;Borzęcin;gmina wiejska
12;02;02;4;Brzesko;miasto
12;02;02;5;Brzesko;obszar wiejski
12;02;03;4;Czchów;miasto
12;02;03;5;Czchów;obszar wiejski
12;02;04;2;Dębno;gmina wiejska
12;02;05;2;Gnojnik;gmina wiejska
12;02;06;2;Iwkowa;gmina wiejska
12;02;07;2;Szczurowa;gmina wiejska
12;03;;;chrzanowski;powiat
12;03;01;4;Alwernia;miasto
12;03;01;5;Alwernia;obszar wiejski
12;03;02;2;Babice;gmina wiejska
12;03;03;4;Chrzanów;miasto
12;03;03;5;Chrzanów;obszar wiejski
12;03;04;4;Libiąż;miasto
12;03;04;5;Libiąż;obszar wiejski
12;03;05;4;Trzebinia;miasto
12;03;05;5;Trzebinia;obszar wiejski
12;04;;;dąbrowski;powiat
12;04;01;2;Bolesław;gmina wiejska
12;04;02;4;Dąbrowa Tarnowska;miasto
12;04;02;5;Dąbrowa Tarnowska;obszar wiejski
12;04;03;2;Gręboszów;gmina wiejska
12;04;04;2;Mędrzechów;gmina wiejska
12;04;05;2;Olesno;gmina wiejska
12;04;06;2;Radgoszcz;gmina wiejska
12;04;07;4;Szczucin;miasto
12;04;07;5;Szczucin;obszar wiejski
12;05;;;gorlicki;powiat
12;05;01;1;Gorlice;gmina miejska
12;05;02;4;Biecz;miasto
12;05;02;5;Biecz;obszar wiejski
12;05;03;4;Bobowa;miasto
12;05;03;5;Bobowa;obszar wiejski
12;05;04;2;Gorlice;gmina wiejska
12;05;05;2;Lipinki;gmina wiejska
12;05;06;2;Łużna;gmina wiejska
12;05;07;2;Moszczenica;gmina wiejska
12;05;08;2;Ropa;gmina wiejska
12;05;09;2;Sękowa;gmina wiejska
12;05;10;2;Uście Gorlickie;gmina wiejska
12;06;;;krakowski;powiat
12;06;01;2;Czernichów;gmina wiejska
12;06;02;2;Igołomia-Wawrzeńczyce;gmina wiejska
12;06;03;2;Iwanowice;gmina wiejska
12;06;04;2;Jerzmanowice-Przeginia;gmina wiejska
12;06;05;2;Kocmyrzów-Luborzyca;gmina wiejska
12;06;06;4;Krzeszowice;miasto
12;06;06;5;Krzeszowice;obszar wiejski
12;06;07;2;Liszki;gmina wiejska
12;06;08;2;Michałowice;gmina wiejska
12;06;09;2;Mogilany;gmina wiejska
12;06;10;4;Skała;miasto
12;06;10;5;Skała;obszar wiejski
12;06;11;4;Skawina;miasto
12;06;11;5;Skawina;obszar wiejski
12;06;12;4;Słomniki;miasto
12;06;12;5;Słomniki;obszar wiejski
12;06;13;2;Sułoszowa;gmina wiejska
12;06;14;4;Świątniki Górne;miasto
12;06;14;5;Świątniki Górne;obszar wiejski
12;06;15;2;Wielka Wieś;gmina wiejska
12;06;16;2;Zabierzów;gmina wiejska
12;06;17;2;Zielonki;gmina wiejska
12;07;;;limanowski;powiat
12;07;01;1;Limanowa;gmina miejska
12;07;02;1;Mszana Dolna;gmina miejska
12;07;03;2;Dobra;gmina wiejska
12;07;04;2;Jodłownik;gmina wiejska
12;07;05;2;Kamienica;gmina wiejska
12;07;06;2;Laskowa;gmina wiejska
12;07;07;2;Limanowa;gmina wiejska
12;07;08;2;Łukowica;gmina wiejska
12;07;09;2;Mszana Dolna;gmina wiejska
12;07;10;2;Niedźwiedź;gmina wiejska
12;07;11;2;Słopnice;gmina wiejska
12;07;12;2;Tymbark;gmina wiejska
12;07;13;2;Szczawa;gmina wiejska
12;08;;;miechowski;powiat
12;08;01;2;Charsznica;gmina wiejska
12;08;02;2;Gołcza;gmina wiejska
12;08;03;2;Kozłów;gmina wiejska
12;08;04;4;Książ Wielki;miasto
12;08;04;5;Książ Wielki;obszar wiejski
12;08;05;4;Miechów;miasto
12;08;05;5;Miechów;obszar wiejski
12;08;06;2;Racławice;gmina wiejska
12;08;07;2;Słaboszów;gmina wiejska
12;09;;;myślenicki;powiat
12;09;01;4;Dobczyce;miasto
12;09;01;5;Dobczyce;obszar wiejski
12;09;02;2;Lubień;gmina wiejska
12;09;03;4;Myślenice;miasto
12;09;03;5;Myślenice;obszar wiejski
12;09;04;2;Pcim;gmina wiejska
12;09;05;2;Raciechowice;gmina wiejska
12;09;06;2;Siepraw;gmina wiejska
12;09;07;4;Sułkowice;miasto
12;09;07;5;Sułkowice;obszar wiejski
12;09;08;2;Tokarnia;gmina wiejska
12;09;09;2;Wiśniowa;gmina wiejska
12;10;;;nowosądecki;powiat
12;10;01;1;Grybów;gmina miejska
12;10;02;2;Chełmiec;gmina wiejska
12;10;03;2;Gródek nad Dunajcem;gmina wiejska
12;10;04;2;Grybów;gmina wiejska
12;10;05;2;Kamionka Wielka;gmina wiejska
12;10;06;2;Korzenna;gmina wiejska
12;10;07;4;Krynica-Zdrój;miasto
12;10;07;5;Krynica-Zdrój;obszar wiejski
12;10;08;2;Łabowa;gmina wiejska
12;10;09;2;Łącko;gmina wiejska
12;10;10;2;Łososina Dolna;gmina wiejska
12;10;11;4;Muszyna;miasto
12;10;11;5;Muszyna;obszar wiejski
12;10;12;2;Nawojowa;gmina wiejska
12;10;13;4;Piwniczna-Zdrój;miasto
12;10;13;5;Piwniczna-Zdrój;obszar wiejski
12;10;14;2;Podegrodzie;gmina wiejska
12;10;15;2;Rytro;gmina wiejska
12;10;16;4;Stary Sącz;miasto
12;10;16;5;Stary Sącz;obszar wiejski
12;11;;;nowotarski;powiat
12;11;01;1;Nowy Targ;gmina miejska
12;11;02;4;Szczawnica;miasto
12;11;02;5;Szczawnica;obszar wiejski
12;11;03;4;Czarny Dunajec;miasto
12;11;03;5;Czarny Dunajec;obszar wiejski
12;11;04;2;Czorsztyn;gmina wiejska
12;11;05;2;Jabłonka;gmina wiejska
12;11;06;2;Krościenko nad Dunajcem;gmina wiejska
12;11;07;2;Lipnica Wielka;gmina wiejska
12;11;08;2;Łapsze Niżne;gmina wiejska
12;11;09;2;Nowy Targ;gmina wiejska
12;11;10;2;Ochotnica Dolna;gmina wiejska
12;11;11;2;Raba Wyżna;gmina wiejska
12;11;12;4;Rabka-Zdrój;miasto
12;11;12;5;Rabka-Zdrój;obszar wiejski
12;11;13;2;Spytkowice;gmina wiejska
12;11;14;2;Szaflary;gmina wiejska
12;12;;;olkuski;powiat
12;12;01;1;Bukowno;gmina miejska
12;12;03;2;Bolesław;gmina wiejska
12;12;04;2;Klucze;gmina wiejska
12;12;05;4;Olkusz;miasto
12;12;05;5;Olkusz;obszar wiejski
12;12;06;2;Trzyciąż;gmina wiejska
